employee_id,gender,age,years_experience,education_level,department,job_title,job_level,city,performance_rating,manager_rating,months_since_promotion,variable_pay_pct,ctc
EMP02098,Male,34,12,Diploma,Product,Director of Product,4,Guwahati,2.6,3.2,23,19.6,20.25
EMP02099,Male,27,4,Tier-2 Private,Finance,Senior Financial Analyst,2,Ahmedabad,2.6,3.5,29,12.1,10.12
EMP02100,Male,31,7,IIIT,Sales,Sales Executive,2,Surat,3.6,2.7,43,21.8,10.65
EMP02101,Female,27,4,Central University,Product,Product Manager,2,Ahmedabad,3.3,3.8,18,14.9,7.56
EMP02102,Male,33,8,State University,Operations,Supply Chain Analyst,2,Delhi,3.0,3.3,19,8.4,10.37
EMP02103,Female,29,4,Central University,Product,Senior Product Manager,2,Chennai,4.2,3.0,7,10.9,7.27
EMP02104,Female,46,19,Central University,Legal,Compliance Officer,4,Nagpur,4.2,3.6,7,13.7,23.95
EMP02105,Female,49,24,Central University,Marketing,Growth Manager,5,Ahmedabad,4.7,4.0,16,21.5,30.98
EMP02106,Female,36,11,Central University,HR,Talent Acquisition Specialist,3,Indore,3.5,3.3,2,8.6,11.49
EMP02107,Female,43,17,IIIT,Customer Support,Customer Success Manager,4,Mumbai,4.1,2.9,32,7.7,27.49
EMP02108,Female,25,2,Central University,Legal,Legal Associate,1,Bangalore,2.6,3.6,31,8.1,4.52
EMP02109,Male,26,2,State University,Finance,Senior Financial Analyst,1,Nagpur,4.1,3.6,3,13.6,7.44
EMP02110,Male,30,4,Central University,Product,Senior Product Manager,3,Nagpur,4.1,,34,13.3,12.0
EMP02111,Male,29,6,Diploma,HR,HR Business Partner,2,Kochi,2.9,4.2,14,7.8,8.33
EMP02112,Male,28,5,Other,Sales,Account Manager,1,Hyderabad,4.0,3.5,25,34.2,7.69
EMP02113,Male,24,1,State University,Customer Support,Customer Support Executive,1,Jaipur,3.7,4.3,2,9.3,6.2
EMP02114,Female,40,13,Tier-2 Private,Finance,Controller,5,Mysore,3.9,2.9,10,14.4,26.51
EMP02115,Male,51,27,Diploma,HR,Learning & Development Manager,6,Ahmedabad,4.3,3.1,9,6.8,50.0
EMP02116,Female,37,14,Central University,Data Science,Senior Data Scientist,3,Mumbai,3.6,3.9,13,10.0,18.47
EMP02117,Male,38,12,Central University,Sales,Key Account Manager,4,Delhi,4.4,3.9,14,29.4,21.75
EMP02118,Male,34,7,Other,HR,HR Manager,1,Pune,2.6,3.5,6,11.4,6.95
EMP02119,Male,25,3,State University,Operations,Operations Manager,2,Chandigarh,2.8,3.6,41,5.5,7.15
EMP02120,Male,33,6,IIM,Product,Product Manager,3,Delhi,3.4,3.4,29,19.1,19.46
EMP02121,Male,52,26,Central University,Marketing,Growth Manager,6,Mumbai,2.9,3.5,18,18.9,50.0
EMP02122,Male,31,4,State University,Engineering,Senior Software Engineer,2,Ranchi,3.7,,64,8.1,9.33
EMP02123,Male,26,4,Other,Finance,Senior Financial Analyst,2,Mysore,3.2,3.1,6,10.5,8.1
EMP02124,Male,35,13,IIIT,Finance,FP&A Analyst,4,Guwahati,3.3,3.5,5,16.2,21.61
EMP02125,Male,37,13,Central University,Marketing,Content Strategist,4,Jaipur,3.2,2.5,50,19.5,19.36
EMP02126,Male,30,3,Central University,Customer Support,Support Team Lead,1,Mumbai,3.7,2.1,96,6.6,7.1
EMP02127,Male,29,5,Distance Learning,Operations,Supply Chain Analyst,2,Mumbai,3.5,2.5,24,8.4,8.22
EMP02128,Male,30,4,Tier-2 Private,Legal,Legal Associate,2,Kolkata,3.8,4.4,17,12.9,11.59
EMP02129,Male,29,6,"Top Private (ISB, XLRI, SP Jain)",Product,Associate Product Manager,2,Kolkata,3.2,4.9,10,19.8,16.81
EMP02130,Male,37,13,Other,Customer Support,Support Manager,5,Dehradun,2.0,3.8,46,6.7,20.34
EMP02131,Male,30,3,Central University,Operations,Operations Manager,1,Dehradun,4.1,3.5,4,8.5,6.1
EMP02132,Female,36,12,Distance Learning,Engineering,Lead Engineer,4,Chandigarh,2.9,4.1,27,12.0,16.09
EMP02133,Female,32,6,Tier-2 Private,Legal,Senior Legal Counsel,2,Mumbai,3.7,2.5,5,13.4,9.26
EMP02134,Female,55,30,Central University,Data Science,Data Engineer,6,Coimbatore,3.5,3.5,24,14.7,50.0
EMP02135,Male,30,7,Diploma,Legal,Legal Manager,2,Visakhapatnam,5.0,3.8,8,8.2,13.51
EMP02136,Male,32,5,Tier-2 Private,Product,Product Manager,2,Chandigarh,1.4,3.4,49,14.3,9.04
EMP02137,Male,36,9,Distance Learning,Operations,Supply Chain Analyst,3,Ranchi,3.0,,2,6.0,11.8
EMP02138,Female,30,4,Central University,Sales,Sales Executive,1,Delhi,3.8,,4,27.1,6.3
EMP02139,Female,25,1,State University,Data Science,Senior Data Scientist,2,Delhi,2.2,2.9,7,13.6,6.72
EMP02140,Female,29,5,Central University,Customer Support,Customer Success Manager,2,Delhi,3.5,2.8,18,9.5,6.34
EMP02141,Female,28,5,Tier-2 Private,Legal,Legal Associate,2,Pune,2.2,2.2,2,13.5,6.39
EMP02142,Male,26,1,Distance Learning,Marketing,Marketing Manager,1,Lucknow,3.5,4.0,11,20.9,5.25
EMP02143,Female,28,5,State University,Product,Senior Product Manager,3,Thiruvananthapuram,3.5,3.6,3,12.4,7.61
EMP02144,Female,24,1,Tier-2 Private,HR,HR Manager,1,Kolkata,4.1,3.7,5,10.2,6.4
EMP02145,Male,26,4,Distance Learning,Sales,Account Manager,2,Chandigarh,3.7,3.3,2,22.2,8.62
EMP02146,Female,31,7,Central University,Engineering,Senior Software Engineer,2,Mumbai,2.7,3.1,27,11.2,9.42
EMP02147,Male,32,6,State University,Data Science,Data Analyst,1,Patna,3.5,3.1,32,13.9,8.58
EMP02148,Female,30,4,NIT,Operations,Operations Manager,2,Visakhapatnam,3.8,3.5,12,7.9,7.44
EMP02149,Female,32,5,IIT,Product,Product Manager,3,Chennai,2.8,,5,16.7,12.99
EMP02150,Male,28,3,IIT,Customer Support,Customer Support Executive,1,Chennai,4.3,,10,9.5,10.09
EMP02151,Female,33,6,Central University,HR,HR Manager,1,Patna,3.9,2.4,22,7.3,5.57
EMP02152,Male,32,6,Central University,Operations,Operations Manager,2,Coimbatore,2.2,3.4,5,6.0,7.91
EMP02153,Female,29,3,State University,Finance,Financial Analyst,1,Mumbai,3.5,2.3,22,15.9,6.68
EMP02154,Female,32,7,Central University,Operations,Supply Chain Analyst,3,Pune,2.7,2.9,12,7.8,7.92
EMP02155,Female,29,7,BITS,Product,Product Manager,2,Bangalore,1.9,2.7,30,16.6,9.64
EMP02156,Female,29,5,Distance Learning,Marketing,Marketing Manager,2,Ahmedabad,3.0,,7,24.6,6.89
EMP02157,Male,57,30,State University,Engineering,Engineering Manager,5,Kolkata,3.2,3.8,27,14.6,50.0
EMP02158,Male,31,5,Distance Learning,Marketing,Marketing Manager,1,Visakhapatnam,5.0,3.5,96,15.2,6.89
EMP02159,Male,26,4,State University,Sales,Account Manager,2,Chennai,3.1,,11,24.5,10.35
EMP02160,Male,26,4,"Top Private (ISB, XLRI, SP Jain)",Finance,Finance Manager,2,Coimbatore,3.5,3.4,12,13.4,9.45
EMP02161,Male,28,3,Distance Learning,Engineering,Software Engineer,1,Kochi,3.7,,38,13.9,6.97
EMP02162,Male,36,9,Tier-2 Private,Legal,Compliance Officer,3,Guwahati,3.2,3.9,8,9.7,16.65
EMP02163,Male,29,3,Other,Product,Associate Product Manager,1,Jaipur,3.7,,1,10.7,8.72
EMP02164,Male,31,4,Distance Learning,Operations,Supply Chain Analyst,2,Mysore,2.9,5.0,9,8.8,8.48
EMP02165,Female,26,4,Central University,Sales,Sales Executive,2,Raipur,2.6,4.3,12,33.9,6.67
EMP02166,Male,30,3,Tier-2 Private,Product,Associate Product Manager,1,Indore,3.0,3.6,23,11.1,6.48
EMP02167,Female,23,1,Central University,Product,Associate Product Manager,1,Indore,2.5,2.6,18,10.2,4.34
EMP02168,Male,31,4,BITS,HR,HR Manager,2,Hyderabad,4.0,3.3,10,10.6,11.19
EMP02169,Male,38,11,BITS,Marketing,Marketing Manager,3,Patna,3.4,3.7,8,23.5,13.08
EMP02170,Male,31,6,Central University,Data Science,Data Scientist,2,Bhopal,3.1,3.3,2,11.2,11.56
EMP02171,Male,43,18,State University,Engineering,Lead Engineer,5,Mumbai,3.9,3.4,3,11.9,46.93
EMP02172,Male,34,10,Diploma,Engineering,Senior Software Engineer,3,Delhi,3.0,4.1,14,11.5,19.44
EMP02173,Male,33,8,Tier-2 Private,Finance,Senior Financial Analyst,2,Jaipur,1.1,3.5,29,15.6,10.38
EMP02174,Male,48,22,Central University,Data Science,Lead Data Scientist,5,Pune,3.0,3.8,8,12.8,41.44
EMP02175,Male,28,5,IIIT,Sales,Account Manager,2,Vadodara,4.1,3.4,21,16.2,8.61
EMP02176,Male,29,6,IIIT,Legal,Legal Associate,1,Mysore,4.3,,7,11.3,9.71
EMP02177,Male,33,6,Diploma,Sales,Sales Executive,2,Bangalore,2.5,2.2,1,19.9,9.78
EMP02178,Female,44,17,Central University,Product,Group Product Manager,5,Jaipur,3.0,3.6,28,13.3,28.21
EMP02179,Male,31,6,State University,Finance,Senior Financial Analyst,2,Vadodara,4.1,3.5,47,13.8,11.56
EMP02180,Female,26,3,Tier-2 Private,Customer Support,Support Team Lead,1,Nagpur,2.3,3.4,19,6.6,6.09
EMP02181,Female,36,9,Central University,Data Science,ML Engineer,3,Chennai,3.2,3.5,11,9.1,11.69
EMP02182,Female,30,3,BITS,Finance,Financial Analyst,1,Patna,3.7,3.5,20,12.7,6.62
EMP02183,Female,31,8,Central University,Marketing,Marketing Manager,3,Hyderabad,4.6,3.3,28,22.1,9.56
EMP02184,Male,33,8,State University,Marketing,Marketing Manager,2,Visakhapatnam,3.1,4.5,14,20.1,10.43
EMP02185,Male,29,5,BITS,Customer Support,Support Team Lead,2,Surat,2.3,3.7,24,6.3,6.97
EMP02186,Male,35,8,Tier-2 Private,Legal,Legal Manager,3,Surat,2.8,3.8,21,13.9,13.48
EMP02187,Female,28,2,Central University,Customer Support,Customer Support Executive,1,Lucknow,5.0,2.9,1,9.6,6.47
EMP02188,Female,30,6,Central University,Product,Product Manager,2,Pune,3.7,2.5,9,12.6,7.9
EMP02189,Male,31,4,Central University,Engineering,Senior Software Engineer,2,Pune,4.4,5.0,31,13.4,9.53
EMP02190,Female,55,30,State University,Customer Support,Support Manager,6,Hyderabad,3.5,3.9,9,5.2,48.65
EMP02191,Male,30,6,NIT,Data Science,Data Analyst,1,Visakhapatnam,2.8,3.8,6,14.7,7.83
EMP02192,Male,30,3,Distance Learning,Operations,Operations Executive,1,Thiruvananthapuram,2.6,3.4,2,5.3,4.01
EMP02193,Female,26,2,Central University,Legal,Senior Legal Counsel,1,Jaipur,3.1,3.7,5,14.2,5.61
EMP02194,Male,39,15,Diploma,Engineering,Lead Engineer,3,Jaipur,4.0,3.2,25,11.8,20.91
EMP02195,Female,28,4,State University,Operations,Supply Chain Analyst,3,Delhi,2.4,3.8,7,6.6,7.9
EMP02196,Female,26,3,Tier-2 Private,Customer Support,Customer Support Executive,1,Visakhapatnam,4.0,4.3,19,9.9,5.65
EMP02197,Male,30,7,IIIT,Customer Support,Customer Success Manager,2,Thiruvananthapuram,2.5,3.5,5,8.9,9.82
EMP02198,Male,31,9,State University,Product,Product Manager,3,Dehradun,3.2,4.7,15,17.3,17.95
EMP02199,Male,35,9,Tier-2 Private,Product,Group Product Manager,3,Lucknow,3.4,3.4,8,16.9,15.59
EMP02200,Female,31,6,Other,Product,Associate Product Manager,2,Thiruvananthapuram,3.9,2.1,26,16.6,6.29
EMP02201,Male,33,6,Tier-2 Private,HR,HR Executive,2,Visakhapatnam,3.2,4.2,20,9.4,10.7
EMP02202,Female,32,7,State University,Legal,Senior Legal Counsel,2,Ahmedabad,3.9,3.2,35,13.7,7.33
EMP02203,Female,29,7,Tier-2 Private,Customer Support,Customer Support Executive,1,Surat,3.2,,13,6.1,5.81
EMP02204,Male,33,8,Distance Learning,Finance,Finance Manager,2,Delhi,3.8,2.8,22,10.9,14.34
EMP02205,Male,36,13,State University,HR,HR Business Partner,4,Mysore,3.4,,49,8.7,19.38
EMP02206,Female,28,6,IIIT,Sales,Account Manager,3,Kolkata,3.6,,31,33.0,12.71
EMP02207,Female,28,3,Tier-2 Private,Operations,Operations Executive,1,Chennai,3.6,,1,8.0,4.57
EMP02208,Male,27,5,State University,Engineering,Software Engineer,1,Hyderabad,3.4,4.6,78,12.3,11.19
EMP02209,Male,34,10,State University,Legal,Compliance Officer,3,Visakhapatnam,4.4,3.2,3,13.4,11.02
EMP02210,Male,28,1,NIT,Customer Support,Customer Support Executive,1,Chandigarh,3.9,5.0,31,8.4,8.62
EMP02211,Female,24,1,Tier-2 Private,Operations,Operations Executive,1,Lucknow,3.6,4.9,16,5.8,6.61
EMP02212,Male,37,11,State University,Marketing,Marketing Manager,3,Lucknow,3.0,4.1,31,15.0,14.59
EMP02213,Female,41,17,BITS,Sales,Business Development Manager,6,Nagpur,5.0,3.4,9,21.9,33.45
EMP02214,Male,24,2,State University,Data Science,Data Analyst,1,Visakhapatnam,4.7,3.9,13,13.9,7.92
EMP02215,Female,29,6,Tier-2 Private,Product,Product Manager,2,Bangalore,2.7,4.0,3,16.9,10.18
EMP02216,Male,26,4,IIM,Customer Support,Customer Success Manager,2,Chennai,3.9,3.8,10,8.5,8.8
EMP02217,Male,27,5,Central University,Finance,Senior Financial Analyst,3,Chennai,4.5,3.4,1,12.1,13.37
EMP02218,Female,29,7,Tier-2 Private,Sales,Senior Account Manager,2,Kochi,3.9,2.6,11,28.3,8.33
EMP02219,Female,29,2,State University,Marketing,Marketing Executive,1,Hyderabad,3.5,1.8,1,20.6,6.41
EMP02220,Male,28,2,IIT,Sales,Sales Executive,1,Raipur,3.0,3.4,57,30.5,6.07
EMP02221,Male,28,4,Tier-2 Private,Legal,Legal Associate,1,Kolkata,3.8,2.2,1,14.7,8.47
EMP02222,Male,31,5,IIIT,HR,HR Manager,3,Indore,2.7,3.5,1,11.2,12.11
EMP02223,Male,25,2,State University,Finance,Senior Financial Analyst,1,Hyderabad,3.2,4.7,48,15.3,8.65
EMP02224,Male,35,10,Central University,Operations,Supply Chain Analyst,3,Kolkata,3.1,3.6,13,7.9,16.91
EMP02225,Female,27,4,Other,Product,Senior Product Manager,2,Delhi,3.9,2.6,23,19.5,7.19
EMP02226,Male,29,4,State University,Product,Associate Product Manager,2,Jaipur,4.6,,60,13.8,15.48
EMP02227,Female,31,7,Tier-2 Private,Engineering,Senior Software Engineer,2,Pune,3.1,,5,11.2,11.07
EMP02228,Male,32,5,Central University,HR,HR Executive,1,Bangalore,3.2,4.8,52,6.6,7.11
EMP02229,Male,37,10,Diploma,Operations,Operations Manager,3,Mumbai,4.5,,6,8.7,13.99
EMP02230,Female,27,3,"Top Private (ISB, XLRI, SP Jain)",Finance,Financial Analyst,1,Kochi,3.0,2.0,43,14.4,5.97
EMP02231,Male,24,2,IIM,Sales,Sales Executive,1,Kolkata,1.2,5.0,20,23.7,7.23
EMP02232,Female,27,4,State University,Marketing,Marketing Executive,2,Patna,5.0,3.2,85,15.0,6.89
EMP02233,Male,29,6,State University,Product,Senior Product Manager,2,Kolkata,4.3,,32,14.6,14.9
EMP02234,Female,26,2,State University,Engineering,Senior Software Engineer,1,Chennai,4.1,,1,12.3,7.34
EMP02235,Female,27,2,Central University,Legal,Legal Associate,1,Visakhapatnam,3.8,3.1,28,12.9,5.08
EMP02236,Female,33,6,Diploma,Legal,Senior Legal Counsel,2,Coimbatore,3.4,3.6,19,14.3,7.45
EMP02237,Male,25,3,BITS,Marketing,Marketing Manager,1,Kolkata,2.0,3.5,9,17.3,5.52
EMP02238,Male,27,2,Distance Learning,Product,Associate Product Manager,1,Delhi,3.3,2.1,7,13.1,7.42
EMP02239,Male,34,11,Other,HR,Compensation Analyst,4,Hyderabad,3.3,3.5,1,10.3,14.51
EMP02240,Male,28,3,"Top Private (ISB, XLRI, SP Jain)",Marketing,Marketing Executive,1,Dehradun,3.4,4.2,13,17.3,6.1
EMP02241,Male,38,13,State University,Finance,Accounts Manager,5,Vadodara,3.9,3.2,26,14.9,21.42
EMP02242,Male,32,6,Central University,Operations,Operations Manager,2,Raipur,4.7,4.1,5,8.3,11.09
EMP02243,Male,32,7,State University,Product,Product Manager,3,Chennai,3.4,4.3,32,10.4,16.07
EMP02244,Male,28,5,Central University,Engineering,Staff Engineer,3,Indore,3.3,4.4,15,13.3,14.31
EMP02245,Male,27,0,"Top Private (ISB, XLRI, SP Jain)",Data Science,Data Scientist,1,Nagpur,4.7,2.9,21,14.4,6.3
EMP02246,Male,26,2,Central University,Finance,Financial Analyst,1,Vadodara,2.8,2.9,23,11.4,7.02
EMP02247,Male,29,5,Central University,Legal,Legal Associate,2,Mumbai,3.4,3.6,49,12.7,10.57
EMP02248,Female,32,7,Other,Product,Associate Product Manager,2,Pune,3.5,2.0,1,15.9,7.2
EMP02249,Male,24,1,State University,Customer Support,Support Team Lead,2,Hyderabad,2.8,2.8,7,6.2,6.95
EMP02250,Male,32,5,IIT,Data Science,ML Engineer,3,Jaipur,3.2,3.8,80,9.1,19.25
EMP02251,Male,24,2,Tier-2 Private,Customer Support,Customer Support Executive,1,Ranchi,3.2,2.1,6,5.7,4.79
EMP02252,Female,29,7,State University,Legal,Senior Legal Counsel,2,Pune,4.1,2.0,33,8.0,9.19
EMP02253,Male,32,5,Tier-2 Private,Engineering,Staff Engineer,2,Nagpur,3.2,4.0,8,10.7,10.44
EMP02254,Female,34,10,Diploma,HR,Talent Acquisition Specialist,3,Kolkata,3.3,2.2,1,8.1,10.02
EMP02255,Female,39,12,Tier-2 Private,Operations,Logistics Manager,4,Delhi,3.8,5.0,35,7.6,18.82
EMP02256,Male,35,8,State University,Marketing,Brand Manager,3,Visakhapatnam,3.1,2.9,1,24.9,13.56
EMP02257,Female,38,11,IIIT,Customer Support,Support Manager,3,Delhi,2.7,2.5,15,5.8,11.59
EMP02258,Female,30,4,Tier-2 Private,Data Science,Senior Data Scientist,3,Ahmedabad,5.0,2.3,19,13.3,9.97
EMP02259,Male,56,30,Diploma,HR,Learning & Development Manager,6,Delhi,3.4,3.6,10,11.7,50.0
EMP02260,Male,27,2,Central University,HR,HR Executive,1,Delhi,3.6,,3,10.7,5.62
EMP02261,Female,30,4,Other,Operations,Operations Manager,1,Ahmedabad,3.3,3.6,22,6.7,5.8
EMP02262,Female,34,11,IIT,Product,Group Product Manager,4,Ahmedabad,2.3,3.1,38,14.3,15.59
EMP02263,Male,36,10,State University,Marketing,Digital Marketing Manager,3,Bhopal,3.1,4.2,6,18.8,14.55
EMP02264,Male,31,8,"Top Private (ISB, XLRI, SP Jain)",Data Science,Senior Data Scientist,3,Chandigarh,2.6,3.4,28,13.5,15.91
EMP02265,Male,33,9,State University,Data Science,ML Engineer,3,Mumbai,3.9,3.3,11,9.3,17.57
EMP02266,Male,25,1,Tier-2 Private,HR,HR Executive,1,Dehradun,3.8,3.7,39,7.6,7.71
EMP02267,Female,44,18,Tier-2 Private,Sales,Business Development Manager,5,Kochi,3.9,1.9,62,23.9,20.52
EMP02268,Male,28,5,Diploma,Operations,Supply Chain Analyst,2,Chennai,2.7,2.8,9,8.0,8.45
EMP02269,Female,37,14,State University,Customer Support,Support Team Lead,3,Patna,1.9,4.5,5,8.5,11.13
EMP02270,Female,27,1,Diploma,Engineering,Software Engineer,1,Ranchi,1.7,2.0,18,11.2,4.44
EMP02271,Female,31,7,IIIT,Marketing,Marketing Executive,2,Surat,3.8,3.9,15,21.1,8.11
EMP02272,Female,30,4,Other,Engineering,Software Engineer,2,Coimbatore,3.2,1.6,11,8.3,6.13
EMP02273,Female,36,9,Tier-2 Private,Finance,Financial Analyst,2,Mysore,2.4,2.2,15,14.1,6.14
EMP02274,Female,34,7,State University,Sales,Sales Executive,1,Visakhapatnam,3.9,2.7,5,29.2,6.14
EMP02275,Female,31,7,Central University,HR,HR Manager,2,Kochi,4.2,3.6,50,5.7,6.94
EMP02276,Male,25,2,Diploma,Product,Associate Product Manager,1,Mumbai,3.4,3.5,1,17.0,8.24
EMP02277,Male,32,5,IIM,Engineering,Software Engineer,1,Mumbai,3.0,3.9,5,13.0,8.52
EMP02278,Male,28,5,Distance Learning,Data Science,Data Scientist,2,Delhi,3.3,3.2,31,12.8,11.14
EMP02279,Female,34,8,IIIT,Marketing,Marketing Executive,2,Bangalore,4.4,3.2,30,24.7,12.42
EMP02280,Female,38,12,Tier-2 Private,Customer Support,Support Manager,3,Patna,4.3,3.3,16,9.5,13.26
EMP02281,Male,30,6,State University,Finance,Financial Analyst,2,Pune,3.3,,31,16.8,11.52
EMP02282,Male,24,2,BITS,Data Science,Data Analyst,1,Raipur,3.6,4.8,59,8.5,7.67
EMP02283,Male,30,6,State University,Product,Associate Product Manager,2,Hyderabad,5.0,,4,19.6,13.7
EMP02284,Female,52,30,Distance Learning,Operations,Process Improvement Specialist,6,Indore,5.0,3.2,21,9.4,50.0
EMP02285,Male,43,19,"Top Private (ISB, XLRI, SP Jain)",Product,Product Analyst,5,Visakhapatnam,3.5,3.3,7,15.7,34.31
EMP02286,Male,24,0,Tier-2 Private,Legal,Legal Associate,1,Dehradun,4.6,3.8,14,13.5,5.2
EMP02287,Female,31,6,IIM,Engineering,Software Engineer,2,Chennai,3.8,4.3,3,13.5,9.66
EMP02288,Female,34,11,Tier-2 Private,Finance,Finance Manager,3,Dehradun,4.7,3.3,10,16.4,11.37
EMP02289,Male,32,5,Distance Learning,Product,Senior Product Manager,3,Raipur,2.9,3.2,26,16.9,10.53
EMP02290,Male,26,4,NIT,Marketing,Digital Marketing Manager,3,Pune,4.1,4.3,70,20.1,17.53
EMP02291,Female,32,5,IIIT,Finance,Finance Manager,2,Chennai,4.3,3.1,4,14.5,9.23
EMP02292,Female,31,8,Diploma,HR,Talent Acquisition Specialist,3,Pune,3.5,3.2,8,10.2,9.95
EMP02293,Female,26,2,State University,Finance,Financial Analyst,1,Pune,3.1,3.7,15,16.7,7.03
EMP02294,Male,40,13,Distance Learning,Product,Director of Product,5,Bangalore,3.7,2.7,1,15.0,28.37
EMP02295,Male,30,5,Tier-2 Private,Operations,Process Improvement Specialist,3,Kochi,2.4,2.6,19,7.3,11.4
EMP02296,Male,25,3,BITS,Product,Product Manager,1,Delhi,3.2,,9,18.8,7.3
EMP02297,Female,38,13,State University,Legal,Company Secretary,4,Jaipur,3.0,3.1,6,10.1,19.07
EMP02298,Male,27,2,Tier-2 Private,Customer Support,Support Team Lead,1,Visakhapatnam,4.2,4.3,8,5.1,6.4
EMP02299,Male,31,4,IIT,Product,Product Manager,1,Jaipur,3.9,3.1,43,11.0,8.75
EMP02300,Female,29,4,State University,Product,Associate Product Manager,1,Guwahati,4.0,2.9,4,14.6,4.43
EMP02301,Female,54,27,State University,Customer Support,Customer Success Manager,5,Indore,4.4,,1,5.5,34.3
EMP02302,Female,28,3,Other,Legal,Legal Associate,1,Mumbai,2.6,2.6,15,15.0,4.46
EMP02303,Male,24,1,Central University,Marketing,Marketing Executive,2,Pune,4.8,3.3,4,22.2,9.3
EMP02304,Male,29,4,State University,HR,HR Business Partner,3,Kochi,4.2,3.6,17,7.0,9.99
EMP02305,Male,35,8,"Top Private (ISB, XLRI, SP Jain)",Product,Group Product Manager,3,Jaipur,2.4,4.0,30,13.3,11.79
EMP02306,Male,32,10,Central University,Operations,Supply Chain Analyst,3,Ahmedabad,4.1,4.3,10,7.1,16.23
EMP02307,Male,53,29,Tier-2 Private,Customer Support,Support Manager,6,Surat,3.9,3.5,13,5.4,50.0
EMP02308,Male,38,16,State University,Marketing,Digital Marketing Manager,4,Thiruvananthapuram,3.8,,17,15.0,20.21
EMP02309,Female,33,6,"Top Private (ISB, XLRI, SP Jain)",Marketing,Brand Manager,3,Kochi,2.7,3.1,3,12.0,13.46
EMP02310,Female,28,3,Diploma,HR,HR Executive,1,Kolkata,3.5,3.4,15,10.0,5.02
EMP02311,Female,44,18,Central University,Legal,Company Secretary,5,Raipur,4.0,4.3,54,8.3,29.83
EMP02312,Male,31,4,Central University,HR,HR Executive,2,Mumbai,3.5,5.0,10,6.4,8.56
EMP02313,Male,29,3,Central University,Marketing,Marketing Executive,1,Delhi,2.4,4.9,31,22.2,7.65
EMP02314,Male,28,4,Central University,Marketing,Marketing Executive,1,Dehradun,3.2,4.3,10,18.0,7.35
EMP02315,Male,29,2,Tier-2 Private,Engineering,Software Engineer,2,Bangalore,3.8,2.9,1,12.0,7.61
EMP02316,Male,28,4,IIM,Legal,Legal Manager,2,Hyderabad,3.3,3.8,1,12.9,9.77
EMP02317,Male,32,5,Central University,Finance,Financial Analyst,2,Pune,5.0,3.3,19,18.0,13.3
EMP02318,Female,37,10,IIIT,Legal,Senior Legal Counsel,3,Delhi,4.1,3.2,30,9.8,13.28
EMP02319,Male,27,4,Distance Learning,Finance,Financial Analyst,2,Bangalore,4.1,4.8,7,13.5,10.67
EMP02320,Female,28,2,Central University,Product,Associate Product Manager,1,Jaipur,3.6,4.2,6,16.2,6.61
EMP02321,Male,27,1,Central University,Legal,Legal Associate,1,Mumbai,3.1,4.2,5,12.1,8.45
EMP02322,Male,33,7,Tier-2 Private,Data Science,Data Analyst,2,Ranchi,4.8,5.0,2,8.1,11.33
EMP02323,Male,29,6,Tier-2 Private,Sales,Senior Account Manager,2,Chennai,3.2,4.2,25,15.0,10.77
EMP02324,Male,29,4,Diploma,Legal,Legal Manager,2,Chandigarh,3.5,4.6,9,12.7,8.78
EMP02325,Male,26,4,State University,Product,Associate Product Manager,1,Lucknow,3.4,4.0,5,11.0,7.66
EMP02326,Female,34,7,Tier-2 Private,Product,Product Manager,2,Bangalore,2.4,3.4,5,16.4,8.0
EMP02327,Male,43,16,Central University,Finance,Accounts Manager,5,Kolkata,3.8,5.0,14,15.4,33.77
EMP02328,Male,28,3,Central University,Legal,Legal Associate,1,Visakhapatnam,4.3,3.1,23,14.2,9.62
EMP02329,Male,28,6,Other,Finance,Financial Analyst,1,Chennai,3.0,,13,13.8,7.38
EMP02330,Male,36,11,State University,Data Science,ML Engineer,3,Kolkata,3.3,2.9,16,13.8,12.47
EMP02331,Female,27,3,Diploma,Marketing,Marketing Executive,2,Visakhapatnam,2.8,3.0,6,17.1,5.85
EMP02332,Male,31,5,IIIT,Engineering,Software Engineer,1,Chennai,4.9,4.2,3,14.5,8.46
EMP02333,Female,27,5,Tier-2 Private,HR,HR Business Partner,2,Surat,3.8,4.2,1,5.6,7.28
EMP02334,Male,26,2,Tier-2 Private,Data Science,Senior Data Scientist,2,Mumbai,4.5,3.1,7,11.6,10.15
EMP02335,Male,30,6,"Top Private (ISB, XLRI, SP Jain)",Product,Group Product Manager,3,Delhi,3.2,3.2,21,18.9,19.77
EMP02336,Female,33,6,Distance Learning,Engineering,Staff Engineer,2,Ahmedabad,3.9,3.0,27,11.5,9.38
EMP02337,Female,31,8,Diploma,Engineering,Staff Engineer,2,Pune,2.2,3.3,5,13.7,6.64
EMP02338,Male,29,2,IIIT,Sales,Sales Executive,1,Vadodara,3.0,3.6,10,24.2,5.39
EMP02339,Male,33,6,State University,Customer Support,Customer Support Executive,2,Hyderabad,5.0,3.9,46,7.0,10.51
EMP02340,Male,40,15,Central University,Finance,FP&A Analyst,4,Coimbatore,3.8,2.9,1,14.8,24.08
EMP02341,Male,48,25,BITS,Engineering,Engineering Manager,6,Guwahati,3.2,,16,14.4,50.0
EMP02342,Male,37,14,Distance Learning,Customer Support,Support Manager,4,Delhi,2.0,3.0,69,9.5,20.61
EMP02343,Female,24,2,"Top Private (ISB, XLRI, SP Jain)",Marketing,Marketing Executive,1,Surat,3.6,,1,21.4,5.46
